5 Minutes,Lane 1 Flow (Veh/5 Minutes),% Observed
2/11/2015 15:10,159,100
2/11/2015 15:15,140,100
2/11/2015 15:20,111,100
2/11/2015 15:25,134,100
2/11/2015 15:30,119,100
2/11/2015 15:35,116,100
2/11/2015 15:40,92,100
2/11/2015 15:45,104,100
2/11/2015 15:50,104,100
2/11/2015 15:55,116,100
2/11/2015 16:00,118,100
2/11/2015 16:05,136,100
2/11/2015 16:10,136,100
2/11/2015 16:15,121,100
2/11/2015 16:20,103,100
2/11/2015 16:25,122,100
2/11/2015 16:30,125,100
2/11/2015 16:35,132,100
2/11/2015 16:40,124,100
2/11/2015 16:45,115,100
2/11/2015 16:50,120,100
2/11/2015 16:55,122,100
2/11/2015 17:00,122,100
2/11/2015 17:05,130,100
2/11/2015 17:10,128,100
2/11/2015 17:15,123,100
2/11/2015 17:20,124,100
2/11/2015 17:25,148,100
2/11/2015 17:30,123,100
2/11/2015 17:35,115,100
2/11/2015 17:40,111,100
2/11/2015 17:45,108,100
2/11/2015 17:50,129,100
2/11/2015 17:55,113,100
2/11/2015 18:00,120,100
2/11/2015 18:05,121,100
2/11/2015 18:10,120,100
2/11/2015 18:15,119,100
2/11/2015 18:20,109,100
2/11/2015 18:25,108,100
2/11/2015 18:30,84,100
2/11/2015 18:35,102,100
2/11/2015 18:40,103,100
2/11/2015 18:45,103,100
2/11/2015 18:50,127,100
2/11/2015 18:55,128,100
2/11/2015 19:00,127,100
2/11/2015 19:05,122,100
2/11/2015 19:10,128,100
2/11/2015 19:15,132,100
2/11/2015 19:20,126,100
2/11/2015 19:25,90,100
2/11/2015 19:30,118,100
2/11/2015 19:35,127,100
2/11/2015 19:40,128,100
2/11/2015 19:45,128,100
2/11/2015 19:50,129,100
2/11/2015 19:55,129,100
2/11/2015 20:00,120,100
2/11/2015 20:05,140,100
2/11/2015 20:10,138,100
2/11/2015 20:15,91,100
2/11/2015 20:20,100,100
2/11/2015 20:25,93,100
2/11/2015 20:30,107,100
2/11/2015 20:35,89,100
2/11/2015 20:40,93,100
2/11/2015 20:45,99,100
2/11/2015 20:50,77,100
2/11/2015 20:55,78,100
2/11/2015 21:00,83,100
2/11/2015 21:05,91,100
2/11/2015 21:10,81,100
2/11/2015 21:15,87,100
2/11/2015 21:20,92,100
2/11/2015 21:25,88,100
2/11/2015 21:30,71,100
2/11/2015 21:35,88,100
2/11/2015 21:40,78,100
2/11/2015 21:45,71,100
2/11/2015 21:50,73,100
2/11/2015 21:55,85,100
2/11/2015 22:00,81,100
2/11/2015 22:05,89,100
2/11/2015 22:10,86,100
2/11/2015 22:15,69,100
2/11/2015 22:20,76,100
2/11/2015 22:25,74,100
2/11/2015 22:30,71,100
2/11/2015 22:35,74,100
2/11/2015 22:40,55,100
2/11/2015 22:45,72,100
2/11/2015 22:50,42,100
2/11/2015 22:55,53,100
2/11/2015 23:00,39,100
2/11/2015 23:05,39,100
2/11/2015 23:10,50,100
2/11/2015 23:15,54,100
2/11/2015 23:20,65,100
2/11/2015 23:25,59,100
2/11/2015 23:30,51,100
2/11/2015 23:35,36,100
2/11/2015 23:40,28,100
2/11/2015 23:45,34,100
2/11/2015 23:50,37,100
2/11/2015 23:55,28,100
2/12/2015 0:00,26,100
2/12/2015 0:05,28,100
2/12/2015 0:10,27,100
2/12/2015 0:15,25,100
2/12/2015 0:20,31,100
2/12/2015 0:25,25,100
2/12/2015 0:30,11,100
2/12/2015 0:35,17,100
2/12/2015 0:40,16,100
2/12/2015 0:45,18,100
2/12/2015 0:50,11,100
2/12/2015 0:55,20,100
2/12/2015 1:00,13,100
2/12/2015 1:05,13,100
2/12/2015 1:10,7,100
2/12/2015 1:15,10,100
2/12/2015 1:20,10,100
2/12/2015 1:25,12,100
2/12/2015 1:30,8,100
2/12/2015 1:35,10,100
2/12/2015 1:40,12,100
2/12/2015 1:45,7,100
2/12/2015 1:50,8,100
2/12/2015 1:55,11,100
2/12/2015 2:00,8,100
2/12/2015 2:05,9,100
2/12/2015 2:10,12,100
2/12/2015 2:15,11,100
2/12/2015 2:20,20,100
2/12/2015 2:25,7,100
2/12/2015 2:30,6,0
2/12/2015 2:35,10,100
2/12/2015 2:40,9,100
2/12/2015 2:45,10,100
2/12/2015 2:50,11,100
2/12/2015 2:55,9,100
2/12/2015 3:00,3,100
2/12/2015 3:05,11,100
2/12/2015 3:10,10,100
2/12/2015 3:15,9,100
2/12/2015 3:20,10,100
2/12/2015 3:25,4,100
2/12/2015 3:30,11,100
2/12/2015 3:35,6,100
2/12/2015 3:40,20,100
2/12/2015 3:45,12,100
2/12/2015 3:50,10,100
2/12/2015 3:55,14,100
2/12/2015 4:00,13,100
2/12/2015 4:05,11,100
2/12/2015 4:10,23,100
2/12/2015 4:15,18,100
2/12/2015 4:20,19,100
2/12/2015 4:25,38,100
2/12/2015 4:30,45,100
2/12/2015 4:35,45,100
2/12/2015 4:40,52,100
2/12/2015 4:45,46,100
2/12/2015 4:50,34,100
2/12/2015 4:55,37,100
2/12/2015 5:00,41,100
2/12/2015 5:05,49,100
2/12/2015 5:10,52,100
2/12/2015 5:15,87,100
2/12/2015 5:20,93,100
2/12/2015 5:25,97,100
2/12/2015 5:30,113,100
2/12/2015 5:35,132,100
2/12/2015 5:40,157,100
2/12/2015 5:45,147,100
2/12/2015 5:50,148,100
2/12/2015 5:55,160,100
2/12/2015 6:00,137,100
2/12/2015 6:05,150,100
2/12/2015 6:10,151,100
2/12/2015 6:15,158,100
2/12/2015 6:20,165,100
2/12/2015 6:25,166,100
2/12/2015 6:30,166,100
2/12/2015 6:35,172,100
2/12/2015 6:40,174,100
2/12/2015 6:45,157,100
2/12/2015 6:50,162,100
2/12/2015 6:55,172,100
2/12/2015 7:00,147,100
2/12/2015 7:05,154,100
2/12/2015 7:10,151,100
2/12/2015 7:15,157,100
2/12/2015 7:20,151,100
2/12/2015 7:25,141,100
2/12/2015 7:30,156,100
2/12/2015 7:35,158,100
2/12/2015 7:40,167,100
2/12/2015 7:45,141,100
2/12/2015 7:50,146,100
2/12/2015 7:55,158,100
2/12/2015 8:00,145,100
2/12/2015 8:05,172,100
2/12/2015 8:10,145,100
2/12/2015 8:15,157,100
2/12/2015 8:20,156,100
2/12/2015 8:25,154,100
2/12/2015 8:30,146,100
2/12/2015 8:35,169,100
2/12/2015 8:40,151,100
2/12/2015 8:45,153,100
2/12/2015 8:50,163,100
2/12/2015 8:55,160,100
2/12/2015 9:00,142,100
2/12/2015 9:05,162,100
2/12/2015 9:10,167,100
2/12/2015 9:15,159,100
2/12/2015 9:20,136,100
2/12/2015 9:25,155,100
2/12/2015 9:30,146,100
2/12/2015 9:35,158,100
2/12/2015 9:40,155,100
2/12/2015 9:45,133,100
2/12/2015 9:50,143,100
2/12/2015 9:55,160,100
2/12/2015 10:00,133,100
2/12/2015 10:05,129,100
2/12/2015 10:10,130,100
2/12/2015 10:15,125,100
2/12/2015 10:20,149,100
2/12/2015 10:25,131,100
2/12/2015 10:30,142,100
2/12/2015 10:35,134,100
2/12/2015 10:40,124,100
2/12/2015 10:45,147,100
2/12/2015 10:50,140,100
2/12/2015 10:55,144,100
2/12/2015 11:00,136,100
2/12/2015 11:05,120,100
2/12/2015 11:10,136,100
2/12/2015 11:15,132,100
2/12/2015 11:20,125,100
2/12/2015 11:25,134,100
2/12/2015 11:30,119,100
2/12/2015 11:35,120,100
2/12/2015 11:40,130,100
2/12/2015 11:45,134,100
2/12/2015 11:50,127,100
2/12/2015 11:55,133,100
2/12/2015 12:00,128,100
2/12/2015 12:05,118,100
2/12/2015 12:10,100,100
2/12/2015 12:15,119,100
2/12/2015 12:20,141,100
2/12/2015 12:25,118,100
2/12/2015 12:30,117,100
2/12/2015 12:35,129,100
2/12/2015 12:40,141,100
2/12/2015 12:45,132,100
2/12/2015 12:50,150,100
2/12/2015 12:55,134,100
2/12/2015 13:00,136,100
2/12/2015 13:05,143,100
2/12/2015 13:10,122,100
2/12/2015 13:15,136,100
2/12/2015 13:20,136,100
2/12/2015 13:25,156,100
2/12/2015 13:30,137,100
2/12/2015 13:35,148,100
2/12/2015 13:40,137,100
2/12/2015 13:45,138,100
2/12/2015 13:50,139,100
2/12/2015 13:55,121,100
2/12/2015 14:00,141,100
2/12/2015 14:05,122,100
2/12/2015 14:10,131,100
2/12/2015 14:15,129,100
2/12/2015 14:20,114,100
2/12/2015 14:25,122,100
2/12/2015 14:30,154,100
2/12/2015 14:35,131,100
2/12/2015 14:40,150,100
2/12/2015 14:45,150,100
2/12/2015 14:50,131,100
2/12/2015 14:55,115,100
2/12/2015 15:00,130,100
2/12/2015 15:05,122,100
2/12/2015 15:10,117,100
2/12/2015 15:15,129,100
2/12/2015 15:20,126,100
2/12/2015 15:25,118,100
2/12/2015 15:30,119,100
2/12/2015 15:35,122,100
2/12/2015 15:40,127,100
2/12/2015 15:45,136,100
2/12/2015 15:50,121,100
2/12/2015 15:55,115,100
2/12/2015 16:00,108,100
2/12/2015 16:05,118,100
2/12/2015 16:10,91,100
2/12/2015 16:15,111,100
2/12/2015 16:20,110,100
2/12/2015 16:25,92,100
2/12/2015 16:30,129,100
2/12/2015 16:35,128,100
2/12/2015 16:40,127,100
2/12/2015 16:45,90,100
2/12/2015 16:50,100,100
2/12/2015 16:55,99,100
2/12/2015 17:00,105,100
2/12/2015 17:05,113,100
2/12/2015 17:10,111,100
2/12/2015 17:15,110,100
2/12/2015 17:20,109,100
2/12/2015 17:25,106,100
2/12/2015 17:30,99,100
2/12/2015 17:35,109,100
2/12/2015 17:40,86,100
2/12/2015 17:45,113,100
2/12/2015 17:50,122,100
2/12/2015 17:55,135,100
2/12/2015 18:00,121,100
2/12/2015 18:05,121,100
2/12/2015 18:10,125,100
2/12/2015 18:15,118,100
2/12/2015 18:20,117,100
2/12/2015 18:25,128,100
2/12/2015 18:30,121,100
2/12/2015 18:35,105,100
2/12/2015 18:40,121,100
2/12/2015 18:45,117,100
2/12/2015 18:50,118,100
2/12/2015 18:55,137,100
2/12/2015 19:00,112,100
2/12/2015 19:05,122,100
2/12/2015 19:10,116,100
2/12/2015 19:15,98,100
2/12/2015 19:20,121,100
2/12/2015 19:25,124,100
2/12/2015 19:30,125,100
2/12/2015 19:35,132,100
2/12/2015 19:40,136,100
2/12/2015 19:45,127,100
2/12/2015 19:50,118,100
2/12/2015 19:55,108,100
2/12/2015 20:00,111,100
2/12/2015 20:05,104,100
2/12/2015 20:10,110,100
2/12/2015 20:15,108,100
2/12/2015 20:20,105,100
2/12/2015 20:25,122,100
2/12/2015 20:30,112,100
2/12/2015 20:35,90,100
2/12/2015 20:40,103,100
2/12/2015 20:45,106,100
2/12/2015 20:50,89,100
2/12/2015 20:55,90,100
2/12/2015 21:00,100,100
2/12/2015 21:05,105,100
2/12/2015 21:10,88,100
2/12/2015 21:15,84,100
2/12/2015 21:20,78,100
2/12/2015 21:25,76,100
2/12/2015 21:30,73,100
2/12/2015 21:35,70,100
2/12/2015 21:40,71,100
2/12/2015 21:45,63,100
2/12/2015 21:50,66,100
2/12/2015 21:55,84,100
2/12/2015 22:00,71,100
2/12/2015 22:05,71,100
2/12/2015 22:10,88,100
2/12/2015 22:15,84,100
2/12/2015 22:20,87,100
2/12/2015 22:25,119,100
2/12/2015 22:30,97,100
2/12/2015 22:35,72,100
2/12/2015 22:40,82,100
2/12/2015 22:45,80,100
2/12/2015 22:50,57,100
2/12/2015 22:55,53,100
2/12/2015 23:00,57,100
2/12/2015 23:05,67,100
2/12/2015 23:10,72,100
2/12/2015 23:15,56,100
2/12/2015 23:20,61,100
2/12/2015 23:25,33,100
2/12/2015 23:30,29,100
2/12/2015 23:35,38,100
2/12/2015 23:40,46,100
2/12/2015 23:45,38,100
2/12/2015 23:50,32,100
2/12/2015 23:55,29,100
2/13/2015 0:00,27,100
2/13/2015 0:05,33,100
2/13/2015 0:10,18,100
2/13/2015 0:15,21,100
2/13/2015 0:20,19,100
2/13/2015 0:25,20,100
2/13/2015 0:30,19,100
2/13/2015 0:35,20,100
2/13/2015 0:40,21,100
2/13/2015 0:45,16,100
2/13/2015 0:50,18,100
2/13/2015 0:55,13,100
2/13/2015 1:00,12,100
2/13/2015 1:05,13,100
2/13/2015 1:10,15,100
2/13/2015 1:15,16,100
2/13/2015 1:20,10,100
2/13/2015 1:25,12,100
2/13/2015 1:30,36,100
2/13/2015 1:35,13,100
2/13/2015 1:40,14,100
2/13/2015 1:45,18,100
2/13/2015 1:50,21,100
2/13/2015 1:55,22,100
2/13/2015 2:00,12,100
2/13/2015 2:05,15,100
2/13/2015 2:10,13,100
2/13/2015 2:15,20,100
2/13/2015 2:20,16,100
2/13/2015 2:25,8,100
2/13/2015 2:30,16,100
2/13/2015 2:35,11,100
2/13/2015 2:40,10,100
2/13/2015 2:45,9,100
2/13/2015 2:50,18,100
2/13/2015 2:55,8,100
2/13/2015 3:00,13,100
2/13/2015 3:05,9,100
2/13/2015 3:10,10,100
2/13/2015 3:15,19,100
2/13/2015 3:20,11,100
2/13/2015 3:25,9,100
2/13/2015 3:30,7,100
2/13/2015 3:35,19,100
2/13/2015 3:40,12,100
2/13/2015 3:45,12,100
2/13/2015 3:50,10,100
2/13/2015 3:55,18,100
2/13/2015 4:00,9,100
2/13/2015 4:05,23,100
2/13/2015 4:10,23,100
2/13/2015 4:15,20,100
2/13/2015 4:20,24,100
2/13/2015 4:25,42,100
2/13/2015 4:30,36,100
2/13/2015 4:35,53,100
2/13/2015 4:40,53,100
2/13/2015 4:45,40,100
2/13/2015 4:50,39,100
2/13/2015 4:55,36,100
2/13/2015 5:00,46,100
2/13/2015 5:05,50,100
2/13/2015 5:10,79,100
2/13/2015 5:15,75,100
2/13/2015 5:20,89,100
2/13/2015 5:25,112,100
2/13/2015 5:30,120,100
2/13/2015 5:35,145,100
2/13/2015 5:40,132,100
2/13/2015 5:45,133,100
2/13/2015 5:50,141,100
2/13/2015 5:55,143,100
2/13/2015 6:00,138,100
2/13/2015 6:05,149,100
2/13/2015 6:10,146,100
2/13/2015 6:15,149,100
2/13/2015 6:20,159,100
2/13/2015 6:25,165,100
2/13/2015 6:30,168,100
2/13/2015 6:35,170,100
2/13/2015 6:40,167,100
2/13/2015 6:45,174,100
2/13/2015 6:50,172,100
2/13/2015 6:55,166,100
2/13/2015 7:00,174,100
2/13/2015 7:05,172,100
2/13/2015 7:10,156,100
2/13/2015 7:15,158,100
2/13/2015 7:20,162,100
2/13/2015 7:25,154,100
2/13/2015 7:30,151,100
2/13/2015 7:35,150,100
2/13/2015 7:40,138,100
2/13/2015 7:45,152,100
2/13/2015 7:50,144,100
2/13/2015 7:55,148,100
2/13/2015 8:00,149,100
2/13/2015 8:05,170,100
2/13/2015 8:10,148,100
2/13/2015 8:15,163,100
2/13/2015 8:20,156,100
2/13/2015 8:25,159,100
2/13/2015 8:30,138,100
2/13/2015 8:35,141,100
2/13/2015 8:40,148,100
2/13/2015 8:45,147,100
2/13/2015 8:50,145,100
2/13/2015 8:55,153,100
2/13/2015 9:00,136,100
2/13/2015 9:05,149,100
2/13/2015 9:10,136,100
2/13/2015 9:15,147,100
2/13/2015 9:20,144,100
2/13/2015 9:25,136,100
2/13/2015 9:30,143,100
2/13/2015 9:35,149,100
2/13/2015 9:40,123,100
2/13/2015 9:45,143,100
2/13/2015 9:50,140,100
2/13/2015 9:55,140,100
2/13/2015 10:00,102,100
2/13/2015 10:05,74,100
2/13/2015 10:10,76,100
2/13/2015 10:15,72,100
2/13/2015 10:20,70,100
2/13/2015 10:25,53,100
2/13/2015 10:30,53,100
2/13/2015 10:35,54,100
2/13/2015 10:40,113,100
2/13/2015 10:45,159,100
2/13/2015 10:50,130,100
2/13/2015 10:55,148,100
2/13/2015 11:00,133,100
2/13/2015 11:05,136,100
2/13/2015 11:10,134,100
2/13/2015 11:15,135,100
2/13/2015 11:20,87,100
2/13/2015 11:25,128,100
2/13/2015 11:30,134,100
2/13/2015 11:35,128,100
2/13/2015 11:40,128,100
2/13/2015 11:45,146,100
2/13/2015 11:50,148,100
2/13/2015 11:55,140,100
2/13/2015 12:00,146,100
2/13/2015 12:05,135,100
2/13/2015 12:10,142,100
2/13/2015 12:15,151,100
2/13/2015 12:20,133,100
2/13/2015 12:25,134,100
2/13/2015 12:30,130,100
2/13/2015 12:35,124,100
2/13/2015 12:40,134,100
2/13/2015 12:45,143,100
2/13/2015 12:50,125,100
2/13/2015 12:55,125,100
2/13/2015 13:00,126,100
2/13/2015 13:05,132,100
2/13/2015 13:10,134,100
2/13/2015 13:15,142,100
2/13/2015 13:20,132,100
2/13/2015 13:25,131,100
2/13/2015 13:30,156,100
2/13/2015 13:35,129,100
2/13/2015 13:40,132,100
2/13/2015 13:45,126,100
2/13/2015 13:50,135,100
2/13/2015 13:55,128,100
2/13/2015 14:00,134,100
2/13/2015 14:05,141,100
2/13/2015 14:10,123,100
2/13/2015 14:15,94,100
2/13/2015 14:20,99,100
2/13/2015 14:25,118,100
2/13/2015 14:30,117,100
2/13/2015 14:35,100,100
2/13/2015 14:40,80,100
2/13/2015 14:45,80,100
2/13/2015 14:50,77,100
2/13/2015 14:55,91,100
2/13/2015 15:00,91,100
2/13/2015 15:05,89,100
2/13/2015 15:10,82,100
2/13/2015 15:15,91,100
2/13/2015 15:20,82,100
2/13/2015 15:25,77,100
2/13/2015 15:30,84,100
2/13/2015 15:35,84,100
2/13/2015 15:40,95,100
2/13/2015 15:45,91,100
2/13/2015 15:50,92,100
2/13/2015 15:55,83,100
2/13/2015 16:00,78,100
2/13/2015 16:05,83,100
2/13/2015 16:10,102,100
2/13/2015 16:15,78,100
2/13/2015 16:20,80,100
2/13/2015 16:25,98,100
2/13/2015 16:30,93,100
2/13/2015 16:35,108,100
2/13/2015 16:40,110,100
2/13/2015 16:45,104,100
2/13/2015 16:50,79,100
2/13/2015 16:55,71,100
2/13/2015 17:00,85,100
2/13/2015 17:05,87,100
2/13/2015 17:10,110,100
2/13/2015 17:15,104,100
2/13/2015 17:20,100,100
2/13/2015 17:25,103,0
2/13/2015 17:30,111,0
2/13/2015 17:35,115,100
2/13/2015 17:40,100,100
2/13/2015 17:45,92,100
2/13/2015 17:50,95,100
2/13/2015 17:55,90,100
2/13/2015 18:00,100,100
2/13/2015 18:05,88,100
2/13/2015 18:10,88,100
2/13/2015 18:15,116,100
2/13/2015 18:20,123,100
2/13/2015 18:25,124,100
2/13/2015 18:30,119,100
2/13/2015 18:35,109,100
2/13/2015 18:40,93,100
2/13/2015 18:45,95,100
2/13/2015 18:50,92,100
2/13/2015 18:55,94,100
2/13/2015 19:00,100,100
2/13/2015 19:05,103,100
2/13/2015 19:10,114,100
2/13/2015 19:15,98,100
2/13/2015 19:20,106,100
2/13/2015 19:25,107,100
2/13/2015 19:30,116,100
2/13/2015 19:35,120,100
2/13/2015 19:40,113,100
2/13/2015 19:45,120,100
2/13/2015 19:50,117,100
2/13/2015 19:55,126,100
2/13/2015 20:00,125,100
2/13/2015 20:05,116,100
2/13/2015 20:10,111,100
2/13/2015 20:15,127,100
2/13/2015 20:20,143,100
2/13/2015 20:25,106,100
2/13/2015 20:30,125,100
2/13/2015 20:35,104,100
2/13/2015 20:40,95,100
2/13/2015 20:45,97,100
2/13/2015 20:50,98,100
2/13/2015 20:55,96,100
2/13/2015 21:00,108,100
2/13/2015 21:05,102,100
2/13/2015 21:10,84,100
2/13/2015 21:15,105,100
2/13/2015 21:20,104,100
2/13/2015 21:25,91,100
2/13/2015 21:30,93,100
2/13/2015 21:35,77,100
2/13/2015 21:40,92,100
2/13/2015 21:45,89,100
2/13/2015 21:50,77,100
2/13/2015 21:55,96,100
2/13/2015 22:00,101,100
2/13/2015 22:05,82,100
2/13/2015 22:10,103,100
2/13/2015 22:15,84,100
2/13/2015 22:20,101,100
2/13/2015 22:25,90,100
2/13/2015 22:30,97,100
2/13/2015 22:35,85,100
2/13/2015 22:40,109,100
2/13/2015 22:45,73,100
2/13/2015 22:50,78,100
2/13/2015 22:55,75,100
2/13/2015 23:00,70,100
2/13/2015 23:05,62,100
2/13/2015 23:10,69,100
2/13/2015 23:15,61,100
2/13/2015 23:20,58,100
2/13/2015 23:25,56,100
2/13/2015 23:30,54,100
2/13/2015 23:35,52,100
2/13/2015 23:40,65,100
2/13/2015 23:45,63,100
2/13/2015 23:50,58,100
2/13/2015 23:55,59,100
2/14/2015 0:00,50,100
2/14/2015 0:05,48,100
2/14/2015 0:10,49,100
2/14/2015 0:15,43,100
2/14/2015 0:20,56,100
2/14/2015 0:25,31,100
2/14/2015 0:30,30,100
2/14/2015 0:35,39,100
2/14/2015 0:40,41,100
2/14/2015 0:45,26,100
2/14/2015 0:50,46,100
2/14/2015 0:55,31,100
2/14/2015 1:00,38,100
2/14/2015 1:05,24,100
2/14/2015 1:10,26,100
2/14/2015 1:15,28,100
2/14/2015 1:20,35,100
2/14/2015 1:25,29,100
2/14/2015 1:30,25,100
2/14/2015 1:35,24,100
2/14/2015 1:40,19,100
2/14/2015 1:45,25,100
2/14/2015 1:50,35,100
2/14/2015 1:55,33,100
2/14/2015 2:00,33,100
2/14/2015 2:05,40,100
2/14/2015 2:10,31,100
2/14/2015 2:15,35,100
2/14/2015 2:20,37,100
2/14/2015 2:25,32,100
2/14/2015 2:30,23,100
2/14/2015 2:35,39,100
2/14/2015 2:40,30,100
2/14/2015 2:45,28,100
2/14/2015 2:50,18,100
2/14/2015 2:55,14,100
2/14/2015 3:00,22,100
2/14/2015 3:05,15,100
2/14/2015 3:10,19,100
2/14/2015 3:15,13,100
2/14/2015 3:20,14,100
2/14/2015 3:25,15,100
2/14/2015 3:30,19,100
2/14/2015 3:35,18,100
2/14/2015 3:40,17,100
2/14/2015 3:45,18,100
2/14/2015 3:50,11,100
2/14/2015 3:55,16,100
2/14/2015 4:00,6,100
2/14/2015 4:05,10,100
2/14/2015 4:10,17,100
2/14/2015 4:15,14,100
2/14/2015 4:20,13,100
2/14/2015 4:25,18,100
2/14/2015 4:30,21,100
2/14/2015 4:35,14,100
2/14/2015 4:40,23,100
2/14/2015 4:45,14,100
2/14/2015 4:50,23,100
2/14/2015 4:55,17,100
2/14/2015 5:00,19,100
2/14/2015 5:05,29,100
2/14/2015 5:10,24,100
2/14/2015 5:15,24,100
2/14/2015 5:20,37,100
2/14/2015 5:25,31,100
2/14/2015 5:30,33,100
2/14/2015 5:35,42,100
2/14/2015 5:40,35,100
2/14/2015 5:45,40,100
2/14/2015 5:50,35,100
2/14/2015 5:55,46,100
2/14/2015 6:00,46,100
2/14/2015 6:05,46,100
2/14/2015 6:10,48,100
2/14/2015 6:15,59,100
2/14/2015 6:20,55,100
2/14/2015 6:25,53,100
2/14/2015 6:30,60,100
2/14/2015 6:35,69,100
2/14/2015 6:40,66,100
2/14/2015 6:45,73,100
2/14/2015 6:50,50,100
2/14/2015 6:55,61,100
2/14/2015 7:00,68,100
2/14/2015 7:05,68,100
2/14/2015 7:10,58,100
2/14/2015 7:15,72,100
2/14/2015 7:20,83,100
2/14/2015 7:25,92,100
2/14/2015 7:30,104,100
2/14/2015 7:35,78,100
2/14/2015 7:40,120,100
2/14/2015 7:45,100,100
2/14/2015 7:50,105,100
2/14/2015 7:55,96,100
2/14/2015 8:00,86,100
2/14/2015 8:05,88,100
2/14/2015 8:10,90,100
2/14/2015 8:15,100,100
2/14/2015 8:20,121,100
2/14/2015 8:25,91,100
2/14/2015 8:30,109,100
2/14/2015 8:35,111,100
2/14/2015 8:40,118,100
2/14/2015 8:45,113,100
2/14/2015 8:50,99,100
2/14/2015 8:55,117,100
2/14/2015 9:00,99,100
2/14/2015 9:05,105,100
2/14/2015 9:10,104,100
2/14/2015 9:15,120,100
2/14/2015 9:20,132,100
2/14/2015 9:25,126,100
2/14/2015 9:30,127,100
2/14/2015 9:35,114,100
2/14/2015 9:40,94,100
2/14/2015 9:45,105,100
2/14/2015 9:50,105,100
2/14/2015 9:55,124,100
2/14/2015 10:00,122,100
2/14/2015 10:05,140,100
2/14/2015 10:10,132,100
2/14/2015 10:15,98,100
2/14/2015 10:20,94,100
2/14/2015 10:25,97,100
2/14/2015 10:30,121,100
2/14/2015 10:35,103,100
2/14/2015 10:40,107,100
2/14/2015 10:45,119,100
2/14/2015 10:50,116,100
2/14/2015 10:55,125,100
2/14/2015 11:00,139,100
2/14/2015 11:05,104,100
2/14/2015 11:10,150,100
2/14/2015 11:15,149,100
2/14/2015 11:20,137,100
2/14/2015 11:25,121,100
2/14/2015 11:30,141,100
2/14/2015 11:35,137,100
2/14/2015 11:40,129,100
2/14/2015 11:45,143,100
2/14/2015 11:50,146,100
2/14/2015 11:55,151,100
2/14/2015 12:00,125,100
2/14/2015 12:05,132,100
2/14/2015 12:10,140,100
2/14/2015 12:15,150,100
2/14/2015 12:20,133,100
2/14/2015 12:25,136,100
2/14/2015 12:30,138,100
2/14/2015 12:35,121,0
2/14/2015 12:40,134,100
2/14/2015 12:45,125,100
2/14/2015 12:50,130,100
2/14/2015 12:55,130,100
2/14/2015 13:00,137,100
2/14/2015 13:05,115,100
2/14/2015 13:10,115,100
2/14/2015 13:15,107,100
2/14/2015 13:20,87,100
2/14/2015 13:25,88,100
2/14/2015 13:30,85,100
2/14/2015 13:35,84,100
2/14/2015 13:40,89,100
2/14/2015 13:45,81,100
2/14/2015 13:50,80,100
2/14/2015 13:55,104,100
2/14/2015 14:00,119,100
2/14/2015 14:05,96,100
2/14/2015 14:10,84,100
2/14/2015 14:15,75,100
2/14/2015 14:20,112,100
2/14/2015 14:25,100,100
2/14/2015 14:30,130,100
2/14/2015 14:35,112,100
2/14/2015 14:40,121,100
2/14/2015 14:45,112,100
2/14/2015 14:50,125,100
2/14/2015 14:55,102,100
2/14/2015 15:00,114,100
2/14/2015 15:05,105,100
2/14/2015 15:10,109,100
2/14/2015 15:15,99,100
2/14/2015 15:20,90,100
2/14/2015 15:25,85,100
2/14/2015 15:30,78,100
2/14/2015 15:35,140,100
2/14/2015 15:40,138,100
2/14/2015 15:45,122,100
2/14/2015 15:50,133,100
2/14/2015 15:55,120,100
2/14/2015 16:00,131,100
2/14/2015 16:05,130,100
2/14/2015 16:10,98,100
2/14/2015 16:15,113,100
2/14/2015 16:20,127,100
2/14/2015 16:25,122,100
2/14/2015 16:30,143,100
2/14/2015 16:35,122,100
2/14/2015 16:40,108,100
2/14/2015 16:45,130,100
2/14/2015 16:50,125,100
2/14/2015 16:55,115,100
2/14/2015 17:00,109,100
2/14/2015 17:05,116,100
2/14/2015 17:10,122,100
2/14/2015 17:15,130,100
2/14/2015 17:20,122,100
2/14/2015 17:25,113,100
2/14/2015 17:30,106,100
2/14/2015 17:35,119,100
2/14/2015 17:40,105,100
2/14/2015 17:45,104,100
2/14/2015 17:50,118,100
2/14/2015 17:55,113,100
2/14/2015 18:00,112,100
2/14/2015 18:05,102,100
2/14/2015 18:10,99,100
2/14/2015 18:15,93,100
2/14/2015 18:20,100,100
2/14/2015 18:25,77,100
2/14/2015 18:30,103,100
2/14/2015 18:35,114,100
2/14/2015 18:40,124,100
2/14/2015 18:45,100,100
2/14/2015 18:50,101,100
2/14/2015 18:55,85,100
2/14/2015 19:00,83,100
2/14/2015 19:05,91,100
2/14/2015 19:10,115,100
2/14/2015 19:15,98,100
2/14/2015 19:20,91,100
2/14/2015 19:25,97,100
2/14/2015 19:30,107,100
2/14/2015 19:35,106,100
2/14/2015 19:40,98,100
2/14/2015 19:45,99,100
2/14/2015 19:50,112,100
2/14/2015 19:55,111,100
2/14/2015 20:00,80,100
2/14/2015 20:05,78,100
2/14/2015 20:10,92,100
2/14/2015 20:15,74,100
2/14/2015 20:20,96,100
2/14/2015 20:25,93,100
2/14/2015 20:30,92,100
2/14/2015 20:35,75,100
2/14/2015 20:40,90,100
